Date,Close/Last,Volume,Open,High,Low
02/15/2023,$180.59,2563243,$180.92,$181.26,$179.18
02/14/2023,$181.27,3366209,$175.72,$181.55,$171.53
02/13/2023,$174.37,1995357,$172.03,$175.0325,$171.73
02/10/2023,$171.37,1544692,$173.14,$174.08,$170.06
02/09/2023,$174.90,1525374,$175.56,$177.59,$174.25
02/08/2023,$174.01,1520221,$173.72,$175.0199,$173.00
02/07/2023,$175.42,1808863,$172.00,$176.53,$170.84
02/06/2023,$172.32,1485882,$172.72,$173.94,$171.72
02/03/2023,$174.43,1504506,$173.99,$175.71,$172.90
02/02/2023,$176.17,1145476,$176.60,$177.58,$175.02
02/01/2023,$175.36,1456267,$173.02,$176.70,$171.01
01/31/2023,$174.18,1329080,$171.45,$174.22,$170.81
01/30/2023,$171.20,2041967,$172.36,$173.52,$171.03
01/27/2023,$174.33,1637044,$174.50,$176.572,$174.02
01/26/2023,$174.58,1620137,$173.465,$174.67,$172.59
01/25/2023,$172.33,1881588,$167.62,$172.94,$167.62
01/24/2023,$169.63,1645133,$168.57,$169.70,$167.59
01/23/2023,$169.02,2585452,$166.00,$169.80,$165.07
01/20/2023,$166.91,2330283,$160.67,$167.15,$160.16
01/19/2023,$161.03,2184894,$158.44,$161.935,$158.25
01/18/2023,$159.79,2188004,$162.30,$163.75,$159.70
01/17/2023,$160.99,2570481,$161.28,$162.57,$160.44
01/13/2023,$161.78,1532615,$159.59,$162.11,$159.18
01/12/2023,$159.99,1627054,$158.37,$160.59,$157.68
01/11/2023,$158.47,1712693,$154.16,$158.58,$153.93
01/10/2023,$153.16,1275249,$152.44,$153.785,$151.50
01/09/2023,$152.53,1864551,$151.76,$155.38,$151.65
01/06/2023,$153.38,1588966,$150.54,$153.91,$150.03
01/05/2023,$148.88,1542375,$149.01,$150.09,$147.96
01/04/2023,$149.86,1731266,$149.24,$151.24,$149.10
01/03/2023,$147.75,1686198,$149.85,$150.73,$147.10
12/30/2022,$148.89,1542129,$147.01,$149.05,$146.42
12/29/2022,$147.97,1431888,$146.92,$148.80,$146.26
12/28/2022,$145.60,1321584,$148.53,$149.37,$145.58
12/27/2022,$148.35,1349955,$149.02,$149.38,$147.94
12/23/2022,$148.58,1067627,$146.32,$148.90,$146.32
12/22/2022,$147.22,1837689,$147.23,$148.53,$145.37
12/21/2022,$148.75,2284481,$151.35,$152.09,$147.75
12/20/2022,$150.41,1675450,$150.90,$152.245,$150.12
12/19/2022,$151.37,2019632,$154.07,$154.375,$150.52
12/16/2022,$153.79,4943541,$154.07,$154.80,$152.44
12/15/2022,$155.41,2517749,$156.25,$157.05,$153.21
12/14/2022,$159.33,2464741,$161.25,$163.37,$157.43
12/13/2022,$163.12,2177724,$168.66,$169.05,$162.225
12/12/2022,$163.17,1554547,$161.01,$163.21,$159.46
12/09/2022,$161.16,1264138,$160.38,$162.52,$160.075
12/08/2022,$160.66,1849604,$158.66,$161.65,$158.02
12/07/2022,$157.28,2199606,$159.69,$160.305,$157.10
12/06/2022,$160.47,1898244,$161.94,$162.75,$158.88
12/05/2022,$162.04,2180076,$164.31,$164.77,$161.70
12/02/2022,$165.63,1419335,$163.00,$165.763,$162.50
12/01/2022,$165.19,1874439,$165.63,$167.18,$164.245
11/30/2022,$165.35,2662851,$160.60,$165.37,$159.52
11/29/2022,$161.26,1824563,$159.00,$162.15,$159.00
11/28/2022,$158.89,1856367,$161.74,$161.79,$158.678
11/25/2022,$162.53,918743,$161.57,$163.84,$161.25
11/23/2022,$161.48,1455727,$162.87,$163.50,$161.09
11/22/2022,$162.94,1508789,$160.90,$163.26,$159.56
11/21/2022,$160.53,1322143,$161.34,$162.76,$159.94
11/18/2022,$161.71,1864895,$162.16,$163.12,$160.45
11/17/2022,$159.97,1647271,$158.30,$160.06,$157.50
11/16/2022,$161.60,2063543,$161.76,$162.54,$160.39
11/15/2022,$161.77,2003520,$161.30,$163.20,$159.515
11/14/2022,$159.53,2082586,$162.00,$164.40,$159.26
11/11/2022,$163.78,2634540,$160.00,$164.89,$159.83
11/10/2022,$157.98,2421929,$155.81,$158.56,$155.80
11/09/2022,$149.57,2136462,$148.28,$153.155,$148.08
11/08/2022,$150.50,1760334,$149.07,$152.72,$148.45
11/07/2022,$148.35,2039645,$149.54,$150.04,$145.00
11/04/2022,$148.96,3342959,$149.44,$151.28,$147.34
11/03/2022,$146.48,2929797,$149.79,$150.81,$143.92
11/02/2022,$152.99,2596944,$158.96,$159.26,$152.30
11/01/2022,$160.07,1573557,$162.42,$163.00,$159.22
10/31/2022,$160.11,2492983,$158.75,$162.54,$158.14
10/28/2022,$159.65,1796967,$156.25,$160.01,$155.29
10/27/2022,$156.25,1624726,$156.79,$158.4699,$156.00
10/26/2022,$155.04,2464610,$156.67,$158.82,$154.15
10/25/2022,$155.43,1697073,$154.36,$156.11,$153.11
10/24/2022,$154.98,1967933,$154.27,$156.465,$152.41
10/21/2022,$153.49,2339520,$146.71,$154.01,$146.50
10/20/2022,$147.52,1408199,$150.57,$153.17,$147.17
10/19/2022,$149.99,1173848,$148.64,$151.67,$148.64
10/18/2022,$149.99,1871064,$151.48,$153.88,$148.58
10/17/2022,$147.85,2060027,$146.99,$148.43,$145.84
10/14/2022,$143.53,2076119,$146.01,$147.84,$142.52
10/13/2022,$143.22,2398525,$138.76,$144.1128,$137.26
10/12/2022,$141.87,1855585,$138.50,$143.25,$137.29
10/11/2022,$138.79,1873949,$140.84,$141.56,$137.25
10/10/2022,$140.50,1509102,$142.12,$143.41,$139.47
10/07/2022,$141.50,2409116,$141.93,$142.17,$139.31
10/06/2022,$144.07,1653332,$146.77,$148.27,$143.60
10/05/2022,$147.18,1488986,$145.30,$148.21,$144.82
10/04/2022,$147.56,2128578,$144.39,$148.715,$143.40
10/03/2022,$140.80,2107014,$142.09,$142.66,$138.71
09/30/2022,$140.14,2100902,$139.90,$143.98,$138.27
09/29/2022,$140.51,1870989,$141.98,$142.32,$138.98
09/28/2022,$143.82,2085080,$139.06,$144.56,$138.51
09/27/2022,$138.68,2251293,$139.40,$141.11,$136.89
09/26/2022,$136.22,1946866,$137.78,$140.21,$136.02
09/23/2022,$137.48,2414647,$138.15,$138.32,$135.90
09/22/2022,$140.11,3542469,$147.03,$147.455,$139.66
09/21/2022,$148.17,3281218,$156.31,$156.50,$148.145
09/20/2022,$157.01,2102928,$156.72,$158.41,$154.84
09/19/2022,$157.36,1972724,$152.95,$158.22,$152.655
09/16/2022,$154.92,3370094,$160.32,$160.32,$153.28
09/15/2022,$162.51,1862684,$163.44,$166.55,$161.73
09/14/2022,$162.54,1789987,$158.00,$162.68,$156.645
09/13/2022,$157.88,2260998,$158.99,$161.745,$157.04
09/12/2022,$163.78,1602109,$163.95,$165.00,$162.80
09/09/2022,$162.36,1392597,$160.39,$162.77,$160.195
09/08/2022,$159.40,1690789,$156.38,$159.45,$155.52
09/07/2022,$157.60,2240870,$152.70,$157.94,$152.30
09/06/2022,$152.37,1680874,$155.21,$156.245,$150.50
09/02/2022,$154.23,1855031,$155.00,$157.69,$153.43
09/01/2022,$153.95,2297028,$152.43,$154.17,$149.90
08/31/2022,$153.74,2241895,$154.25,$155.91,$153.34
08/30/2022,$153.34,1987559,$156.72,$157.29,$153.00
08/29/2022,$155.72,1555541,$154.98,$156.79,$154.46
08/26/2022,$156.69,1747946,$163.07,$163.86,$156.25
08/25/2022,$162.67,1274210,$161.27,$163.24,$160.65
08/24/2022,$159.93,1892354,$157.80,$160.53,$157.80
08/23/2022,$158.64,1423884,$158.36,$160.5578,$158.35
08/22/2022,$157.92,1417908,$158.26,$159.72,$157.47
08/19/2022,$161.38,1401917,$163.43,$164.25,$160.89
08/18/2022,$165.05,1093220,$163.67,$165.49,$163.03
08/17/2022,$163.57,1452119,$163.99,$164.7199,$161.88
08/16/2022,$166.24,1869729,$162.79,$166.56,$162.48
08/15/2022,$163.18,1305098,$162.12,$164.40,$161.70
08/12/2022,$164.07,1610288,$162.00,$164.36,$160.89
08/11/2022,$161.13,1324353,$163.54,$164.34,$160.70
08/10/2022,$161.24,1480640,$161.82,$162.80,$160.29
08/09/2022,$158.79,1499520,$158.07,$159.57,$156.67
08/08/2022,$158.27,1445225,$157.57,$161.175,$157.39
08/05/2022,$157.01,2146103,$157.73,$159.19,$155.93
08/04/2022,$158.99,1337614,$159.43,$159.7832,$157.18
08/03/2022,$159.34,1791261,$159.30,$161.07,$158.61
08/02/2022,$158.24,3113990,$162.20,$162.2163,$155.58
08/01/2022,$159.57,2051039,$158.00,$160.02,$156.39
07/29/2022,$158.82,1936997,$157.52,$159.83,$156.63
07/28/2022,$158.09,1708600,$158.13,$159.61,$154.86
07/27/2022,$157.60,2660068,$155.08,$159.24,$154.84
07/26/2022,$151.04,2032499,$152.09,$152.80,$150.56
07/25/2022,$152.99,1543426,$152.81,$153.40,$150.20
07/22/2022,$150.91,2259718,$152.51,$154.74,$150.29
07/21/2022,$151.00,1777393,$151.00,$151.89,$147.76
07/20/2022,$152.60,1932187,$150.77,$153.52,$150.00
07/19/2022,$150.92,2531118,$146.085,$151.2583,$145.94
07/18/2022,$144.59,2028528,$145.19,$149.02,$143.69
07/15/2022,$143.35,2072306,$142.61,$144.44,$141.65
07/14/2022,$140.78,2398105,$137.96,$141.26,$137.95
07/13/2022,$140.80,2337111,$136.265,$142.1095,$135.70
07/12/2022,$139.12,1691720,$136.93,$141.25,$136.93
07/11/2022,$137.76,2161695,$137.10,$138.52,$135.15
07/08/2022,$137.80,1631468,$138.68,$138.8269,$135.56
07/07/2022,$138.68,2017207,$137.47,$139.81,$136.97
07/06/2022,$135.65,1880513,$138.95,$139.71,$133.54
07/05/2022,$138.69,2367125,$135.92,$138.75,$133.99
07/01/2022,$139.18,2039948,$135.74,$139.25,$134.62
06/30/2022,$136.01,3379238,$135.12,$138.14,$133.07
06/29/2022,$137.73,2621595,$138.69,$139.62,$135.7243
06/28/2022,$138.69,2241569,$142.73,$146.06,$138.5072
06/27/2022,$140.19,2056474,$139.60,$141.09,$138.34
06/24/2022,$139.39,3076109,$135.00,$141.07,$133.265
06/23/2022,$133.06,3285920,$137.67,$137.70,$131.01
06/22/2022,$136.46,4112937,$139.435,$141.58,$135.99
06/21/2022,$141.58,3357092,$147.83,$147.99,$141.17
06/17/2022,$145.23,3277730,$145.84,$147.64,$142.80
06/16/2022,$145.16,2610864,$149.85,$150.80,$144.59
06/15/2022,$154.80,2051178,$154.76,$157.16,$153.12
06/14/2022,$152.22,2667331,$153.86,$154.73,$150.28
06/13/2022,$152.10,4029935,$154.00,$154.57,$149.87
06/10/2022,$159.87,2736867,$165.03,$167.02,$159.76
06/09/2022,$167.65,1449532,$173.08,$173.08,$167.64
06/08/2022,$173.19,1693578,$175.27,$175.68,$171.7687
06/07/2022,$177.18,1336439,$175.77,$177.83,$173.67
06/06/2022,$177.61,1394792,$177.00,$179.235,$175.295
06/03/2022,$174.65,1370333,$172.79,$175.40,$171.85
06/02/2022,$174.42,1749952,$170.75,$174.58,$170.38
06/01/2022,$170.59,1729678,$172.54,$174.00,$167.86
05/31/2022,$171.58,2225038,$171.05,$172.89,$168.3286
05/27/2022,$172.56,2387184,$170.45,$177.00,$170.45
05/26/2022,$170.17,3693136,$160.35,$171.69,$160.35
05/25/2022,$159.55,3079793,$151.39,$160.35,$150.77
05/24/2022,$152.64,2303637,$155.68,$156.69,$149.7607
05/23/2022,$157.96,1832336,$156.47,$159.16,$153.3232
05/20/2022,$155.23,2105866,$159.42,$159.63,$151.431
05/19/2022,$156.94,2228075,$153.29,$159.59,$152.25
05/18/2022,$154.02,3748404,$162.73,$164.38,$153.01
05/17/2022,$164.86,2302548,$166.33,$167.32,$162.50
05/16/2022,$162.33,2367894,$165.70,$166.39,$161.40
05/13/2022,$166.40,2772442,$166.00,$167.48,$163.75
05/12/2022,$163.34,2619605,$165.47,$167.31,$159.96
05/11/2022,$166.96,2973825,$167.62,$172.485,$165.79
05/10/2022,$168.09,2594670,$168.06,$170.24,$164.93
05/09/2022,$163.85,4058540,$170.98,$170.98,$162.10
05/06/2022,$172.52,2764177,$178.18,$178.535,$169.28
05/05/2022,$177.66,3174391,$179.69,$183.51,$175.18
05/04/2022,$181.24,4283883,$176.00,$181.57,$172.315
05/03/2022,$173.04,4135837,$178.65,$178.69,$170.7869
05/02/2022,$178.14,2589988,$178.95,$180.32,$173.2801
04/29/2022,$177.52,2605463,$182.97,$185.13,$176.96
04/28/2022,$184.56,2337835,$181.72,$186.17,$180.07
04/27/2022,$180.20,1808884,$177.93,$181.83,$175.91
04/26/2022,$177.25,2085142,$181.00,$183.18,$176.815
04/25/2022,$182.48,2368338,$178.87,$182.69,$177.01
04/22/2022,$179.49,1872901,$183.76,$184.17,$178.94
04/21/2022,$184.17,2905571,$193.54,$195.90,$183.70
04/20/2022,$190.30,3500765,$189.00,$193.79,$188.78
04/19/2022,$188.78,2775237,$182.28,$189.55,$182.05
04/18/2022,$183.15,2961141,$179.23,$184.95,$179.23
04/14/2022,$180.51,3631673,$176.20,$181.52,$176.20
04/13/2022,$175.54,3343813,$164.16,$176.25,$164.01
04/12/2022,$163.24,1549813,$164.63,$165.96,$162.28
04/11/2022,$162.45,1402520,$161.96,$165.56,$161.66
04/08/2022,$163.86,1522384,$163.61,$165.31,$162.40
04/07/2022,$164.66,2608678,$165.58,$166.62,$162.36
04/06/2022,$166.17,2180145,$171.76,$171.76,$165.62
04/05/2022,$174.00,1545257,$174.41,$176.61,$172.00
04/04/2022,$174.65,1394902,$173.37,$175.04,$171.62
04/01/2022,$173.68,1900406,$176.92,$178.38,$172.61
03/31/2022,$175.75,2368859,$177.19,$179.30,$175.72
03/30/2022,$176.45,2285208,$177.54,$179.12,$175.40
03/29/2022,$178.32,2201137,$174.24,$178.97,$174.10
03/28/2022,$171.56,1215627,$172.10,$172.57,$169.14
03/25/2022,$171.52,1428091,$172.00,$173.69,$170.75
03/24/2022,$171.98,1795794,$169.00,$171.99,$167.198
03/23/2022,$167.65,2709050,$169.41,$170.98,$167.20
03/22/2022,$170.57,2004139,$171.67,$172.88,$169.98
03/21/2022,$169.95,1770436,$169.95,$170.2245,$167.85
03/18/2022,$171.19,3542392,$170.26,$173.44,$167.65
03/17/2022,$171.24,1582325,$170.33,$171.25,$168.13
03/16/2022,$172.29,2300310,$168.19,$172.50,$167.03
03/15/2022,$166.40,2297297,$163.93,$167.33,$163.65
03/14/2022,$161.76,1917647,$162.27,$164.13,$160.11
03/11/2022,$161.64,2316271,$164.35,$165.53,$161.30
03/10/2022,$162.56,2573293,$156.55,$164.22,$156.05
03/09/2022,$159.47,3509843,$158.20,$162.555,$157.74
03/08/2022,$152.79,4939350,$148.92,$159.11,$146.07
03/07/2022,$148.06,3769069,$159.22,$159.22,$147.93
03/04/2022,$159.28,2858565,$163.00,$163.93,$156.76
03/03/2022,$165.47,2444926,$169.74,$171.53,$164.45
03/02/2022,$168.23,2159787,$167.58,$171.01,$166.91
03/01/2022,$164.91,2886118,$168.70,$170.01,$163.88
02/28/2022,$170.14,2574380,$170.39,$172.49,$167.53
02/25/2022,$174.37,2805882,$170.53,$174.6012,$168.43
02/24/2022,$168.75,4332662,$163.06,$169.55,$162.95
02/23/2022,$167.97,3494821,$174.14,$174.55,$167.369
02/22/2022,$173.12,2744041,$174.62,$175.82,$169.81
02/18/2022,$174.92,2882441,$177.58,$179.54,$174.72
02/17/2022,$178.17,3356259,$180.17,$181.78,$177.71
02/16/2022,$183.26,3263847,$178.313,$184.99,$178.00
02/15/2022,$181.20,4264781,$175.9032,$181.3445,$174.54
02/14/2022,$171.33,2675152,$170.55,$174.40,$169.42
02/11/2022,$169.88,2819319,$175.16,$177.23,$168.68
02/10/2022,$174.68,2122073,$170.89,$176.48,$170.005
02/09/2022,$173.53,2100280,$172.56,$176.52,$172.03
02/08/2022,$171.55,2553003,$167.06,$172.04,$165.30
02/07/2022,$166.04,2003352,$163.121,$167.24,$162.75
02/04/2022,$162.74,2204708,$161.01,$163.71,$158.92
02/03/2022,$162.01,2920099,$160.00,$164.49,$160.00
02/02/2022,$160.87,3912465,$163.34,$163.64,$160.11
02/01/2022,$163.02,1755064,$161.12,$163.68,$160.33
01/31/2022,$161.12,1972161,$158.54,$161.285,$157.24
01/28/2022,$159.38,1930432,$154.00,$159.51,$152.75
01/27/2022,$153.71,2184969,$159.63,$160.86,$152.13
01/26/2022,$158.73,2345804,$158.04,$164.00,$156.69
01/25/2022,$157.03,2197205,$153.95,$158.25,$150.35
01/24/2022,$155.74,3537843,$154.00,$156.50,$150.93
01/21/2022,$156.99,4745703,$156.70,$160.20,$154.50
01/20/2022,$156.70,2160377,$155.55,$161.6854,$155.37
01/19/2022,$154.20,2396501,$159.93,$159.98,$154.11
01/18/2022,$159.51,2087795,$160.12,$161.11,$157.68
01/14/2022,$162.80,1886383,$163.89,$164.4212,$159.72
01/13/2022,$164.51,1619741,$164.94,$167.30,$164.10
01/12/2022,$164.86,1606565,$166.35,$166.87,$162.66
01/11/2022,$165.20,2141150,$161.97,$165.65,$160.07
01/10/2022,$162.05,2228632,$167.25,$167.88,$160.13
01/07/2022,$166.66,1508821,$166.00,$168.75,$164.69
01/06/2022,$165.22,1421790,$165.30,$166.463,$164.23
01/05/2022,$164.37,1656732,$168.27,$169.00,$164.33
01/04/2022,$168.01,2131595,$166.77,$171.155,$165.80
01/03/2022,$163.91,1836948,$165.07,$166.4122,$161.23
12/31/2021,$165.24,902689,$164.85,$166.18,$164.07
12/30/2021,$164.86,840916,$166.55,$167.98,$164.73
12/29/2021,$166.55,905630,$166.35,$167.5763,$165.50
12/28/2021,$166.75,1297369,$165.91,$167.66,$165.28
12/27/2021,$166.71,1139944,$164.47,$167.09,$163.45
12/23/2021,$165.19,1528875,$164.25,$165.785,$162.545
12/22/2021,$162.58,2000955,$158.56,$163.23,$158.36
12/21/2021,$158.32,2269270,$150.92,$158.70,$150.92
12/20/2021,$149.68,2765697,$146.99,$151.24,$145.79
12/17/2021,$150.19,3599989,$149.38,$151.83,$147.51
12/16/2021,$150.76,2738361,$151.162,$153.115,$150.09
12/15/2021,$151.18,2227965,$152.99,$153.93,$148.65
12/14/2021,$154.01,1548775,$152.77,$155.94,$152.55
12/13/2021,$153.68,2362785,$159.07,$159.68,$153.42
12/10/2021,$160.81,1705555,$158.21,$160.95,$156.02
12/09/2021,$157.15,1103149,$156.26,$158.48,$155.36
12/08/2021,$157.64,1618506,$157.46,$159.57,$155.81
12/07/2021,$156.53,2416568,$158.49,$162.18,$155.70
12/06/2021,$156.70,2421826,$152.22,$159.4842,$152.22
12/03/2021,$149.98,3104572,$151.57,$152.215,$146.8016
12/02/2021,$151.12,3099022,$143.37,$152.59,$143.13
12/01/2021,$142.50,3200818,$150.26,$152.07,$142.11
11/30/2021,$147.56,3466028,$148.56,$149.00,$145.70
11/29/2021,$150.77,3155282,$149.70,$154.55,$149.70
11/26/2021,$147.44,4264532,$146.65,$147.76,$140.55
11/24/2021,$157.61,1533094,$156.12,$158.07,$153.395
11/23/2021,$157.44,1926847,$157.38,$158.45,$156.14
11/22/2021,$156.41,2269155,$156.16,$157.15,$152.79
11/19/2021,$154.92,1879819,$153.98,$156.09,$150.26
11/18/2021,$155.73,1126849,$156.77,$157.74,$154.84
11/17/2021,$156.72,1965643,$153.27,$156.91,$152.33
11/16/2021,$153.99,2137677,$155.132,$155.58,$152.81
11/15/2021,$155.68,1378623,$157.04,$157.794,$154.875
11/12/2021,$156.48,1914131,$157.50,$158.95,$155.53
11/11/2021,$156.87,1664922,$160.624,$161.00,$156.62
11/10/2021,$160.99,1555026,$163.48,$164.50,$159.5928
11/09/2021,$164.77,1774555,$168.05,$168.05,$162.39
11/08/2021,$168.39,2476613,$170.33,$170.84,$167.33
11/05/2021,$167.61,2955557,$169.40,$171.68,$166.23
11/04/2021,$164.09,1863766,$166.018,$166.018,$162.71
11/03/2021,$164.53,3158379,$160.76,$166.82,$157.07
11/02/2021,$160.06,2616123,$160.95,$161.92,$158.33
11/01/2021,$161.83,2178086,$160.40,$162.15,$159.29
10/29/2021,$160.02,2025350,$159.00,$161.05,$157.45
10/28/2021,$159.97,2317612,$159.56,$162.31,$158.26
10/27/2021,$159.80,2100301,$155.07,$160.56,$154.18
10/26/2021,$156.04,1804264,$156.65,$157.61,$155.17
10/25/2021,$154.79,1434282,$155.28,$156.17,$153.45
10/22/2021,$154.75,996318,$155.31,$155.96,$154.125
10/21/2021,$155.65,1192894,$153.55,$155.78,$152.84
10/20/2021,$153.27,2402898,$154.75,$155.19,$152.6501
10/19/2021,$155.02,2619787,$158.00,$158.90,$154.49
10/18/2021,$159.21,1541852,$159.00,$160.44,$158.22
10/15/2021,$160.04,2801381,$157.11,$161.42,$157.00
10/14/2021,$155.22,1978432,$155.87,$156.54,$154.07
10/13/2021,$154.62,1973149,$158.23,$158.45,$154.16
10/12/2021,$157.45,1995785,$156.60,$158.23,$155.965
10/11/2021,$156.82,1677850,$157.41,$159.77,$156.57
10/08/2021,$157.09,1193933,$157.99,$158.74,$156.426
10/07/2021,$157.75,1861994,$157.03,$159.66,$156.06
10/06/2021,$155.31,1667256,$153.51,$155.46,$151.82
10/05/2021,$155.44,1744908,$155.25,$156.52,$153.35
10/04/2021,$155.14,1860717,$155.8564,$158.7618,$154.33
10/01/2021,$155.97,4710118,$150.75,$157.28,$150.27
09/30/2021,$148.09,2030902,$152.13,$152.13,$147.64
09/29/2021,$151.91,1535560,$154.30,$154.385,$150.68
09/28/2021,$153.59,2151853,$153.13,$155.30,$152.23
09/27/2021,$154.32,1891006,$152.63,$155.78,$152.53
09/24/2021,$152.51,1881598,$149.23,$152.75,$149.06
09/23/2021,$149.91,2914129,$144.69,$150.175,$144.40
09/22/2021,$144.40,1543099,$142.76,$145.79,$142.35
09/21/2021,$142.01,1707350,$143.70,$144.5399,$141.22
09/20/2021,$142.82,2375420,$142.515,$143.12,$139.76
09/17/2021,$143.90,2650198,$145.02,$145.63,$143.66
09/16/2021,$144.80,1966801,$144.40,$146.01,$143.83
09/15/2021,$144.68,3068248,$141.54,$145.09,$140.05
09/14/2021,$142.34,2159366,$139.97,$142.69,$139.00
09/13/2021,$139.98,1923643,$136.96,$140.58,$135.94
09/10/2021,$135.64,1574455,$136.71,$137.72,$134.49
09/09/2021,$136.09,2072706,$133.61,$137.50,$133.16
09/08/2021,$133.78,2281306,$134.49,$134.96,$131.71
09/07/2021,$134.05,1255737,$132.42,$134.40,$131.84
09/03/2021,$133.00,1354785,$134.39,$135.3014,$131.66
09/02/2021,$135.40,1072575,$135.24,$136.88,$133.92
09/01/2021,$134.83,1738662,$136.30,$136.467,$134.21
08/31/2021,$135.14,1763197,$134.461,$135.96,$133.43
08/30/2021,$135.10,1477522,$136.29,$136.46,$134.04
08/27/2021,$136.02,1221014,$133.62,$136.7589,$133.61
08/26/2021,$133.67,1523917,$136.00,$136.41,$133.17
08/25/2021,$136.90,1357498,$137.32,$137.578,$135.13
08/24/2021,$136.89,1966213,$135.094,$137.74,$134.98
08/23/2021,$134.15,1983043,$132.30,$134.17,$132.26
08/20/2021,$131.15,1761820,$129.551,$131.53,$129.02
08/19/2021,$130.26,2393707,$128.99,$130.3799,$127.58
08/18/2021,$130.00,1915403,$130.25,$132.47,$129.38
08/17/2021,$130.36,2292146,$131.18,$131.49,$129.02
08/16/2021,$133.13,1626564,$133.46,$134.30,$131.35
08/13/2021,$134.38,1728136,$135.11,$135.45,$133.59
08/12/2021,$134.77,2238844,$137.55,$138.03,$134.24
08/11/2021,$138.12,1131637,$137.38,$138.89,$136.15
08/10/2021,$137.99,1939020,$136.949,$139.165,$136.37
08/09/2021,$137.11,3075059,$141.02,$141.14,$135.74
08/06/2021,$141.59,2099969,$141.65,$142.20,$139.35
08/05/2021,$141.72,2250464,$139.04,$142.94,$138.46
08/04/2021,$137.97,3217676,$141.00,$141.00,$136.81
08/03/2021,$142.63,2849270,$145.65,$145.7222,$139.335
08/02/2021,$144.87,2409833,$147.06,$148.67,$144.15
07/30/2021,$145.98,2115977,$146.382,$147.96,$144.69
07/29/2021,$147.88,2612515,$145.39,$149.80,$143.34
07/28/2021,$144.57,1649296,$144.13,$145.305,$141.215
07/27/2021,$143.45,1668727,$141.25,$143.49,$140.52
07/26/2021,$142.49,1781607,$139.73,$142.59,$138.15
07/23/2021,$139.18,1731637,$138.77,$139.99,$138.21
07/22/2021,$138.50,1755506,$139.46,$139.91,$137.28
07/21/2021,$140.36,2798368,$135.43,$141.07,$135.43
07/20/2021,$135.03,2227328,$131.28,$135.92,$130.335
07/19/2021,$130.85,4067597,$130.85,$132.90,$127.23
07/16/2021,$135.05,1984757,$140.66,$141.20,$134.89
07/15/2021,$139.53,1383820,$139.40,$140.22,$138.13
07/14/2021,$139.63,1845062,$138.76,$140.67,$137.21
07/13/2021,$138.34,1859083,$140.95,$141.72,$138.16
07/12/2021,$141.77,2143187,$141.03,$142.73,$140.35
07/09/2021,$142.48,2119903,$138.26,$142.71,$138.00
07/08/2021,$137.64,2304612,$136.87,$139.10,$134.89
07/07/2021,$139.61,1753207,$139.50,$141.18,$136.70
07/06/2021,$140.13,2464700,$141.48,$141.89,$138.65
07/02/2021,$141.26,2073075,$139.754,$141.75,$139.09
07/01/2021,$139.24,3448546,$137.22,$139.59,$136.86
06/30/2021,$136.52,2222440,$135.00,$137.35,$134.92
06/29/2021,$135.00,1936225,$136.00,$136.81,$134.42
06/28/2021,$135.87,2892139,$139.33,$139.46,$134.51
06/25/2021,$140.14,6295622,$141.02,$141.32,$139.26
06/24/2021,$140.79,1936513,$142.08,$142.70,$139.94
06/23/2021,$141.10,1346306,$140.84,$141.70,$140.28
06/22/2021,$141.40,1637561,$142.00,$142.49,$140.69
06/21/2021,$142.88,2328300,$139.77,$143.00,$138.83
06/18/2021,$138.83,3027210,$140.225,$140.625,$138.47
06/17/2021,$141.79,1579013,$143.29,$144.859,$141.74
06/16/2021,$143.21,1431391,$143.97,$144.59,$142.00
06/15/2021,$144.11,1232252,$143.62,$144.455,$143.57
06/14/2021,$143.90,1245504,$143.69,$144.53,$142.90
06/11/2021,$143.48,1444022,$144.00,$144.64,$142.93
06/10/2021,$143.97,1544913,$144.18,$144.75,$142.61
06/09/2021,$143.82,1540993,$146.38,$146.50,$143.3894
06/08/2021,$145.72,1900107,$142.80,$146.38,$142.58
06/07/2021,$142.48,2196321,$143.04,$143.25,$141.87
06/04/2021,$142.06,1651346,$141.63,$142.50,$140.64
06/03/2021,$140.40,1921783,$141.74,$141.895,$139.66
06/02/2021,$142.63,2284627,$145.99,$146.05,$142.33
06/01/2021,$145.18,1688072,$145.40,$146.93,$144.31
05/28/2021,$143.58,1712315,$145.63,$145.71,$143.0101
05/27/2021,$145.84,1936522,$145.42,$146.00,$143.49
05/26/2021,$144.47,1440385,$144.03,$145.27,$142.88
05/25/2021,$142.79,1665464,$142.45,$144.24,$141.98
05/24/2021,$141.89,1409639,$140.08,$142.21,$139.11
05/21/2021,$139.01,1846890,$139.71,$140.74,$138.57
05/20/2021,$138.98,2098290,$139.80,$139.96,$137.59
05/19/2021,$139.43,1593277,$137.86,$139.50,$136.34
05/18/2021,$139.77,1518428,$140.87,$142.99,$139.76
05/17/2021,$139.86,1741346,$143.26,$143.26,$138.24
05/14/2021,$143.29,2200314,$140.42,$143.80,$139.08
05/13/2021,$139.27,2364088,$136.56,$140.39,$136.56
05/12/2021,$135.94,2761998,$140.48,$141.31,$135.35
05/11/2021,$141.71,3166657,$139.58,$141.94,$138.38
05/10/2021,$140.66,4140799,$144.874,$145.395,$140.60
05/07/2021,$146.69,2969160,$143.00,$146.89,$142.50
05/06/2021,$142.59,2180456,$144.58,$144.58,$140.58
